"customer","staff","date","amount","running_total"
"Melissa King","Mike Hillyer","2007-04-30","0.99","370.19"
"Melissa King","Jon Stephens","2007-04-30","2.99","370.19"
"Brenda Wright","Jon Stephens","2007-04-30","0.99","371.18"
"Amy Lopez","Jon Stephens","2007-04-30","2.99","374.17"
"Anna Hill","Mike Hillyer","2007-04-30","4.99","386.14"
"Anna Hill","Mike Hillyer","2007-04-30","1.99","386.14"
"Anna Hill","Jon Stephens","2007-04-30","4.99","386.14"
"Rebecca Scott","Mike Hillyer","2007-04-30","3.99","390.13"
"Virginia Green","Mike Hillyer","2007-04-30","6.99","406.10"
"Virginia Green","Mike Hillyer","2007-04-30","5.99","406.10"
"Virginia Green","Jon Stephens","2007-04-30","2.99","406.10"
"Kathleen Adams","Jon Stephens","2007-04-30","0.99","415.07"
"Kathleen Adams","Mike Hillyer","2007-04-30","2.99","415.07"
"Kathleen Adams","Mike Hillyer","2007-04-30","4.99","415.07"
"Pamela Baker","Mike Hillyer","2007-04-30","5.99","421.06"
"Martha Gonzalez","Jon Stephens","2007-04-30","3.99","435.01"
"Martha Gonzalez","Jon Stephens","2007-04-30","2.99","435.01"
"Martha Gonzalez","Mike Hillyer","2007-04-30","4.99","435.01"
"Martha Gonzalez","Mike Hillyer","2007-04-30","0.99","435.01"
"Martha Gonzalez","Jon Stephens","2007-04-30","0.99","435.01"
"Debra Nelson","Mike Hillyer","2007-04-30","0.99","447.97"
"Debra Nelson","Mike Hillyer","2007-04-30","4.99","447.97"
"Debra Nelson","Mike Hillyer","2007-04-30","1.99","447.97"
"Debra Nelson","Jon Stephens","2007-04-30","4.99","447.97"
"Amanda Carter","Mike Hillyer","2007-04-30","8.99","470.93"
"Amanda Carter","Jon Stephens","2007-04-30","6.99","470.93"
"Amanda Carter","Jon Stephens","2007-04-30","4.99","470.93"
"Amanda Carter","Mike Hillyer","2007-04-30","1.99","470.93"
"Stephanie Mitchell","Mike Hillyer","2007-04-30","7.99","487.90"
"Stephanie Mitchell","Mike Hillyer","2007-04-30","2.99","487.90"
"Stephanie Mitchell","Jon Stephens","2007-04-30","5.99","487.90"
"Carolyn Perez","Jon Stephens","2007-04-30","3.99","498.88"
"Carolyn Perez","Jon Stephens","2007-04-30","6.99","498.88"
"Christine Roberts","Mike Hillyer","2007-04-30","4.99","503.87"
"Catherine Campbell","Jon Stephens","2007-04-30","2.99","518.84"
"Catherine Campbell","Mike Hillyer","2007-04-30","2.99","518.84"
"Catherine Campbell","Jon Stephens","2007-04-30","8.99","518.84"
"Frances Parker","Jon Stephens","2007-04-30","4.99","523.83"
"Ann Evans","Mike Hillyer","2007-04-30","7.99","539.81"
"Ann Evans","Jon Stephens","2007-04-30","7.99","539.81"
"Joyce Edwards","Mike Hillyer","2007-04-30","4.99","550.78"
"Joyce Edwards","Jon Stephens","2007-04-30","0.99","550.78"
"Joyce Edwards","Mike Hillyer","2007-04-30","4.99","550.78"
"Diane Collins","Jon Stephens","2007-04-30","10.99","578.72"
"Diane Collins","Jon Stephens","2007-04-30","6.99","578.72"
"Diane Collins","Jon Stephens","2007-04-30","0.99","578.72"
"Diane Collins","Jon Stephens","2007-04-30","0.99","578.72"
"Diane Collins","Mike Hillyer","2007-04-30","4.99","578.72"
"Diane Collins","Jon Stephens","2007-04-30","2.99","578.72"
"Alice Stewart","Jon Stephens","2007-04-30","0.99","579.71"
"Julie Sanchez","Jon Stephens","2007-04-30","4.99","593.68"
"Julie Sanchez","Mike Hillyer","2007-04-30","4.99","593.68"
"Julie Sanchez","Jon Stephens","2007-04-30","3.99","593.68"
"Heather Morris","Mike Hillyer","2007-04-30","4.99","606.66"
"Heather Morris","Mike Hillyer","2007-04-30","7.99","606.66"
"Teresa Rogers","Jon Stephens","2007-04-30","4.99","611.65"
"Doris Reed","Jon Stephens","2007-04-30","5.99","623.62"
"Doris Reed","Jon Stephens","2007-04-30","2.99","623.62"
"Doris Reed","Mike Hillyer","2007-04-30","2.99","623.62"
"Evelyn Morgan","Mike Hillyer","2007-04-30","1.99","636.56"
"Evelyn Morgan","Jon Stephens","2007-04-30","4.99","636.56"
"Evelyn Morgan","Jon Stephens","2007-04-30","2.99","636.56"
"Evelyn Morgan","Mike Hillyer","2007-04-30","0.99","636.56"
"Evelyn Morgan","Jon Stephens","2007-04-30","0.99","636.56"
"Evelyn Morgan","Mike Hillyer","2007-04-30","0.99","636.56"
"Jean Bell","Jon Stephens","2007-04-30","2.99","647.53"
"Jean Bell","Mike Hillyer","2007-04-30","4.99","647.53"
"Jean Bell","Jon Stephens","2007-04-30","2.99","647.53"
"Cheryl Murphy","Mike Hillyer","2007-04-30","8.99","663.51"
"Cheryl Murphy","Jon Stephens","2007-04-30","6.99","663.51"
"Mildred Bailey","Mike Hillyer","2007-04-30","4.99","673.49"
"Mildred Bailey","Mike Hillyer","2007-04-30","4.99","673.49"
"Katherine Rivera","Jon Stephens","2007-04-30","6.99","680.48"
"Joan Cooper","Jon Stephens","2007-04-30","0.99","681.47"
"Ashley Richardson","Jon Stephens","2007-04-30","0.99","696.41"
"Ashley Richardson","Jon Stephens","2007-04-30","0.99","696.41"
"Ashley Richardson","Mike Hillyer","2007-04-30","4.99","696.41"
"Ashley Richardson","Jon Stephens","2007-04-30","3.99","696.41"
"Ashley Richardson","Mike Hillyer","2007-04-30","0.99","696.41"
"Ashley Richardson","Jon Stephens","2007-04-30","2.99","696.41"
"Judith Cox","Mike Hillyer","2007-04-30","6.99","711.37"
"Judith Cox","Mike Hillyer","2007-04-30","3.99","711.37"
"Judith Cox","Mike Hillyer","2007-04-30","2.99","711.37"
"Judith Cox","Jon Stephens","2007-04-30","0.99","711.37"
"Rose Howard","Mike Hillyer","2007-04-30","3.99","715.36"
"Janice Ward","Mike Hillyer","2007-04-30","5.99","721.35"
"Kelly Torres","Mike Hillyer","2007-04-30","7.99","729.34"
"Nicole Peterson","Mike Hillyer","2007-04-30","7.99","750.30"
"Nicole Peterson","Jon Stephens","2007-04-30","4.99","750.30"
"Nicole Peterson","Mike Hillyer","2007-04-30","3.99","750.30"
"Nicole Peterson","Jon Stephens","2007-04-30","3.99","750.30"
"Judy Gray","Mike Hillyer","2007-04-30","2.99","757.27"
"Judy Gray","Jon Stephens","2007-04-30","0.99","757.27"
"Judy Gray","Jon Stephens","2007-04-30","2.99","757.27"
"Kathy James","Mike Hillyer","2007-04-30","0.99","758.26"
"Theresa Watson","Mike Hillyer","2007-04-30","2.99","772.23"
"Theresa Watson","Jon Stephens","2007-04-30","4.99","772.23"
"Theresa Watson","Jon Stephens","2007-04-30","5.99","772.23"
"Beverly Brooks","Mike Hillyer","2007-04-30","2.99","778.21"
"Beverly Brooks","Mike Hillyer","2007-04-30","2.99","778.21"
"Denise Kelly","Jon Stephens","2007-04-30","3.99","787.19"
"Denise Kelly","Jon Stephens","2007-04-30","4.99","787.19"
"Tammy Sanders","Jon Stephens","2007-04-30","5.99","813.15"
"Tammy Sanders","Mike Hillyer","2007-04-30","9.99","813.15"
"Tammy Sanders","Jon Stephens","2007-04-30","4.99","813.15"
"Tammy Sanders","Jon Stephens","2007-04-30","4.99","813.15"
"Irene Price","Mike Hillyer","2007-04-30","0.99","818.12"
"Irene Price","Jon Stephens","2007-04-30","2.99","818.12"
"Irene Price","Jon Stephens","2007-04-30","0.99","818.12"
"Jane Bennett","Mike Hillyer","2007-04-30","0.99","829.09"
"Jane Bennett","Jon Stephens","2007-04-30","4.99","829.09"
"Jane Bennett","Jon Stephens","2007-04-30","4.99","829.09"
"Lori Wood","Jon Stephens","2007-04-30","4.99","840.07"
"Lori Wood","Mike Hillyer","2007-04-30","5.99","840.07"
"Rachel Barnes","Mike Hillyer","2007-04-30","0.99","850.04"
"Rachel Barnes","Mike Hillyer","2007-04-30","1.99","850.04"
"Rachel Barnes","Jon Stephens","2007-04-30","6.99","850.04"
"Andrea Henderson","Jon Stephens","2007-04-30","3.99","854.03"
"Kathryn Coleman","Mike Hillyer","2007-04-30","6.99","874.00"
"Kathryn Coleman","Mike Hillyer","2007-04-30","8.99","874.00"
"Kathryn Coleman","Jon Stephens","2007-04-30","3.99","874.00"
"Louise Jenkins","Mike Hillyer","2007-04-30","1.99","875.99"
"Sara Perry","Jon Stephens","2007-04-30","4.99","883.97"
"Sara Perry","Jon Stephens","2007-04-30","2.99","883.97"
"Anne Powell","Jon Stephens","2007-04-30","4.99","899.94"
"Anne Powell","Jon Stephens","2007-04-30","7.99","899.94"
"Anne Powell","Mike Hillyer","2007-04-30","2.99","899.94"
"Jacqueline Long","Jon Stephens","2007-04-30","4.99","904.93"
"Wanda Patterson","Mike Hillyer","2007-04-30","2.99","922.89"
"Wanda Patterson","Jon Stephens","2007-04-30","0.99","922.89"
"Wanda Patterson","Jon Stephens","2007-04-30","4.99","922.89"
"Wanda Patterson","Jon Stephens","2007-04-30","8.99","922.89"
"Julia Flores","Jon Stephens","2007-04-30","0.99","935.84"
"Julia Flores","Jon Stephens","2007-04-30","2.99","935.84"
"Julia Flores","Jon Stephens","2007-04-30","0.99","935.84"
"Julia Flores","Jon Stephens","2007-04-30","4.99","935.84"
"Julia Flores","Mike Hillyer","2007-04-30","2.99","935.84"
"Ruby Washington","Jon Stephens","2007-04-30","7.99","946.82"
"Ruby Washington","Jon Stephens","2007-04-30","2.99","946.82"
"Lois Butler","Jon Stephens","2007-04-30","4.99","959.79"
"Lois Butler","Jon Stephens","2007-04-30","4.99","959.79"
"Lois Butler","Jon Stephens","2007-04-30","2.99","959.79"
"Tina Simmons","Mike Hillyer","2007-04-30","4.99","969.77"
"Tina Simmons","Mike Hillyer","2007-04-30","4.99","969.77"
"Norma Gonzales","Mike Hillyer","2007-04-30","4.99","974.76"
"Paula Bryant","Mike Hillyer","2007-04-30","4.99","994.72"
"Paula Bryant","Mike Hillyer","2007-04-30","6.99","994.72"
"Paula Bryant","Mike Hillyer","2007-04-30","6.99","994.72"
"Paula Bryant","Mike Hillyer","2007-04-30","0.99","994.72"
"Diana Alexander","Jon Stephens","2007-04-30","4.99","1012.68"
"Diana Alexander","Jon Stephens","2007-04-30","3.99","1012.68"
"Diana Alexander","Mike Hillyer","2007-04-30","4.99","1012.68"
"Diana Alexander","Mike Hillyer","2007-04-30","3.99","1012.68"
"Annie Russell","Mike Hillyer","2007-04-30","4.99","1017.67"
"Lillian Griffin","Mike Hillyer","2007-04-30","2.99","1020.66"
"Robin Hayes","Jon Stephens","2007-04-30","5.99","1031.64"
"Robin Hayes","Mike Hillyer","2007-04-30","4.99","1031.64"
"Peggy Myers","Jon Stephens","2007-04-30","6.99","1039.62"
"Peggy Myers","Jon Stephens","2007-04-30","0.99","1039.62"
"Crystal Ford","Mike Hillyer","2007-04-30","4.99","1055.57"
"Crystal Ford","Mike Hillyer","2007-04-30","2.99","1055.57"
"Crystal Ford","Jon Stephens","2007-04-30","2.99","1055.57"
"Crystal Ford","Jon Stephens","2007-04-30","3.99","1055.57"
"Crystal Ford","Jon Stephens","2007-04-30","0.99","1055.57"
"Gladys Hamilton","Jon Stephens","2007-04-30","4.99","1060.56"
"Rita Graham","Jon Stephens","2007-04-30","5.99","1070.54"
"Rita Graham","Mike Hillyer","2007-04-30","3.99","1070.54"
"Dawn Sullivan","Jon Stephens","2007-04-30","9.99","1093.50"
"Dawn Sullivan","Jon Stephens","2007-04-30","2.99","1093.50"
"Dawn Sullivan","Jon Stephens","2007-04-30","5.99","1093.50"
"Dawn Sullivan","Jon Stephens","2007-04-30","3.99","1093.50"
"Connie Wallace","Jon Stephens","2007-04-30","7.99","1113.47"
"Connie Wallace","Jon Stephens","2007-04-30","2.99","1113.47"
"Connie Wallace","Jon Stephens","2007-04-30","8.99","1113.47"
"Florence Woods","Mike Hillyer","2007-04-30","2.99","1119.45"
"Florence Woods","Jon Stephens","2007-04-30","2.99","1119.45"
"Tracy Cole","Jon Stephens","2007-04-30","4.99","1124.44"
"Edna West","Mike Hillyer","2007-04-30","2.99","1128.42"
"Edna West","Mike Hillyer","2007-04-30","0.99","1128.42"
"Carmen Owens","Jon Stephens","2007-04-30","0.99","1132.40"
"Carmen Owens","Jon Stephens","2007-04-30","2.99","1132.40"
"Rosa Reynolds","Mike Hillyer","2007-04-30","4.99","1162.34"
"Rosa Reynolds","Mike Hillyer","2007-04-30","2.99","1162.34"
"Rosa Reynolds","Jon Stephens","2007-04-30","6.99","1162.34"
"Rosa Reynolds","Jon Stephens","2007-04-30","4.99","1162.34"
"Rosa Reynolds","Mike Hillyer","2007-04-30","5.99","1162.34"
"Rosa Reynolds","Jon Stephens","2007-04-30","3.99","1162.34"
"Cindy Fisher","Jon Stephens","2007-04-30","4.99","1174.32"
"Cindy Fisher","Jon Stephens","2007-04-30","6.99","1174.32"
"Grace Ellis","Mike Hillyer","2007-04-30","4.99","1179.31"
"Wendy Harrison","Jon Stephens","2007-04-30","0.99","1184.29"
"Wendy Harrison","Jon Stephens","2007-04-30","3.99","1184.29"
"Victoria Gibson","Mike Hillyer","2007-04-30","3.99","1195.27"
"Victoria Gibson","Jon Stephens","2007-04-30","6.99","1195.27"
"Kim Cruz","Jon Stephens","2007-04-30","1.99","1197.26"
"Sherry Marshall","Jon Stephens","2007-04-30","2.99","1201.24"
"Sherry Marshall","Mike Hillyer","2007-04-30","0.99","1201.24"
"Sylvia Ortiz","Jon Stephens","2007-04-30","0.99","1216.21"
"Sylvia Ortiz","Jon Stephens","2007-04-30","6.99","1216.21"
"Sylvia Ortiz","Mike Hillyer","2007-04-30","6.99","1216.21"
"Josephine Gomez","Jon Stephens","2007-04-30","8.99","1225.20"
"Thelma Murray","Jon Stephens","2007-04-30","4.99","1230.19"
"Shannon Freeman","Jon Stephens","2007-04-30","4.99","1240.17"
"Shannon Freeman","Mike Hillyer","2007-04-30","4.99","1240.17"
"Sheila Wells","Mike Hillyer","2007-04-30","3.99","1244.16"
"Ethel Webb","Mike Hillyer","2007-04-30","4.99","1268.11"
"Ethel Webb","Jon Stephens","2007-04-30","0.99","1268.11"
"Ethel Webb","Jon Stephens","2007-04-30","2.99","1268.11"
"Ethel Webb","Mike Hillyer","2007-04-30","4.99","1268.11"
"Ethel Webb","Mike Hillyer","2007-04-30","9.99","1268.11"
"Ellen Simpson","Jon Stephens","2007-04-30","4.99","1280.09"
"Ellen Simpson","Mike Hillyer","2007-04-30","6.99","1280.09"
"Elaine Stevens","Mike Hillyer","2007-04-30","2.99","1290.07"
"Elaine Stevens","Mike Hillyer","2007-04-30","6.99","1290.07"
"Marjorie Tucker","Mike Hillyer","2007-04-30","5.99","1315.01"
"Marjorie Tucker","Jon Stephens","2007-04-30","5.99","1315.01"
"Marjorie Tucker","Jon Stephens","2007-04-30","2.99","1315.01"
"Marjorie Tucker","Jon Stephens","2007-04-30","2.99","1315.01"
"Marjorie Tucker","Mike Hillyer","2007-04-30","3.99","1315.01"
"Marjorie Tucker","Mike Hillyer","2007-04-30","2.99","1315.01"
"Carrie Porter","Jon Stephens","2007-04-30","4.99","1341.97"
"Carrie Porter","Jon Stephens","2007-04-30","5.99","1341.97"
"Carrie Porter","Mike Hillyer","2007-04-30","7.99","1341.97"
"Carrie Porter","Mike Hillyer","2007-04-30","7.99","1341.97"
"Charlotte Hunter","Mike Hillyer","2007-04-30","0.99","1353.94"
"Charlotte Hunter","Jon Stephens","2007-04-30","5.99","1353.94"
"Charlotte Hunter","Jon Stephens","2007-04-30","4.99","1353.94"
"Monica Hicks","Mike Hillyer","2007-04-30","3.99","1360.92"
"Monica Hicks","Mike Hillyer","2007-04-30","2.99","1360.92"
"Pauline Henry","Mike Hillyer","2007-04-30","0.99","1365.89"
"Pauline Henry","Jon Stephens","2007-04-30","0.99","1365.89"
"Pauline Henry","Jon Stephens","2007-04-30","2.99","1365.89"
"Juanita Mason","Jon Stephens","2007-04-30","4.99","1377.87"
"Juanita Mason","Mike Hillyer","2007-04-30","6.99","1377.87"
"Anita Morales","Jon Stephens","2007-04-30","0.99","1384.85"
"Anita Morales","Jon Stephens","2007-04-30","5.99","1384.85"
"Rhonda Kennedy","Mike Hillyer","2007-04-30","2.99","1420.78"
"Rhonda Kennedy","Mike Hillyer","2007-04-30","6.99","1420.78"
"Rhonda Kennedy","Jon Stephens","2007-04-30","4.99","1420.78"
"Rhonda Kennedy","Mike Hillyer","2007-04-30","4.99","1420.78"
"Rhonda Kennedy","Jon Stephens","2007-04-30","7.99","1420.78"
"Rhonda Kennedy","Jon Stephens","2007-04-30","2.99","1420.78"
"Rhonda Kennedy","Mike Hillyer","2007-04-30","4.99","1420.78"
"Hazel Warren","Mike Hillyer","2007-04-30","9.99","1439.73"
"Hazel Warren","Jon Stephens","2007-04-30","4.99","1439.73"
"Hazel Warren","Mike Hillyer","2007-04-30","0.99","1439.73"
"Hazel Warren","Jon Stephens","2007-04-30","1.99","1439.73"
"Hazel Warren","Mike Hillyer","2007-04-30","0.99","1439.73"
"Amber Dixon","Jon Stephens","2007-04-30","2.99","1447.71"
"Amber Dixon","Jon Stephens","2007-04-30","4.99","1447.71"
"Eva Ramos","Mike Hillyer","2007-04-30","0.99","1453.69"
"Eva Ramos","Mike Hillyer","2007-04-30","4.99","1453.69"
"Debbie Reyes","Mike Hillyer","2007-04-30","4.99","1469.66"
"Debbie Reyes","Jon Stephens","2007-04-30","7.99","1469.66"
"Debbie Reyes","Jon Stephens","2007-04-30","2.99","1469.66"
"April Burns","Mike Hillyer","2007-04-30","5.99","1486.63"
"April Burns","Mike Hillyer","2007-04-30","7.99","1486.63"
"April Burns","Mike Hillyer","2007-04-30","2.99","1486.63"
"Leslie Gordon","Mike Hillyer","2007-04-30","0.99","1489.61"
"Leslie Gordon","Jon Stephens","2007-04-30","1.99","1489.61"
"Clara Shaw","Jon Stephens","2007-04-30","4.99","1508.56"
"Clara Shaw","Mike Hillyer","2007-04-30","3.99","1508.56"
"Clara Shaw","Mike Hillyer","2007-04-30","7.99","1508.56"
"Clara Shaw","Mike Hillyer","2007-04-30","0.99","1508.56"
"Clara Shaw","Jon Stephens","2007-04-30","0.99","1508.56"
"Lucille Holmes","Jon Stephens","2007-04-30","0.99","1512.54"
"Lucille Holmes","Mike Hillyer","2007-04-30","2.99","1512.54"
"Joanne Robertson","Jon Stephens","2007-04-30","0.99","1513.53"
"Eleanor Hunt","Mike Hillyer","2007-04-30","1.99","1534.48"
"Eleanor Hunt","Mike Hillyer","2007-04-30","4.99","1534.48"
"Eleanor Hunt","Jon Stephens","2007-04-30","4.99","1534.48"
"Eleanor Hunt","Mike Hillyer","2007-04-30","5.99","1534.48"
"Eleanor Hunt","Mike Hillyer","2007-04-30","2.99","1534.48"
"Valerie Black","Jon Stephens","2007-04-30","2.99","1537.47"
"Danielle Daniels","Mike Hillyer","2007-04-30","2.99","1540.46"
"Megan Palmer","Mike Hillyer","2007-04-30","4.99","1556.42"
"Megan Palmer","Mike Hillyer","2007-04-30","4.99","1556.42"
"Megan Palmer","Mike Hillyer","2007-04-30","2.99","1556.42"
"Megan Palmer","Mike Hillyer","2007-04-30","2.99","1556.42"
"Alicia Mills","Mike Hillyer","2007-04-30","5.99","1562.41"
"Suzanne Nichols","Jon Stephens","2007-04-30","0.99","1568.39"
"Suzanne Nichols","Jon Stephens","2007-04-30","4.99","1568.39"
"Michele Grant","Jon Stephens","2007-04-30","2.99","1571.38"
"Gail Knight","Mike Hillyer","2007-04-30","0.99","1580.36"
"Gail Knight","Jon Stephens","2007-04-30","7.99","1580.36"
"Bertha Ferguson","Mike Hillyer","2007-04-30","6.99","1588.34"
"Bertha Ferguson","Mike Hillyer","2007-04-30","0.99","1588.34"
"Darlene Rose","Jon Stephens","2007-04-30","4.99","1604.30"
"Darlene Rose","Jon Stephens","2007-04-30","2.99","1604.30"
"Darlene Rose","Mike Hillyer","2007-04-30","2.99","1604.30"
"Darlene Rose","Mike Hillyer","2007-04-30","4.99","1604.30"
"Veronica Stone","Mike Hillyer","2007-04-30","1.99","1614.26"
"Veronica Stone","Mike Hillyer","2007-04-30","1.99","1614.26"
"Veronica Stone","Mike Hillyer","2007-04-30","2.99","1614.26"
"Veronica Stone","Mike Hillyer","2007-04-30","2.99","1614.26"
"Jill Hawkins","Jon Stephens","2007-04-30","3.99","1632.22"
"Jill Hawkins","Jon Stephens","2007-04-30","0.99","1632.22"
"Jill Hawkins","Mike Hillyer","2007-04-30","7.99","1632.22"
"Jill Hawkins","Mike Hillyer","2007-04-30","4.99","1632.22"
"Erin Dunn","Mike Hillyer","2007-04-30","0.99","1639.19"
"Erin Dunn","Jon Stephens","2007-04-30","2.99","1639.19"
"Erin Dunn","Jon Stephens","2007-04-30","2.99","1639.19"
"Geraldine Perkins","Mike Hillyer","2007-04-30","4.99","1645.17"
"Geraldine Perkins","Jon Stephens","2007-04-30","0.99","1645.17"
"Lauren Hudson","Jon Stephens","2007-04-30","4.99","1665.13"
"Lauren Hudson","Jon Stephens","2007-04-30","5.99","1665.13"
"Lauren Hudson","Mike Hillyer","2007-04-30","0.99","1665.13"
"Lauren Hudson","Mike Hillyer","2007-04-30","7.99","1665.13"
"Lorraine Stephens","Jon Stephens","2007-04-30","7.99","1678.11"
"Lorraine Stephens","Jon Stephens","2007-04-30","4.99","1678.11"
"Lynn Payne","Mike Hillyer","2007-04-30","8.99","1687.10"
"Sally Pierce","Jon Stephens","2007-04-30","4.99","1692.09"
"Regina Berry","Mike Hillyer","2007-04-30","4.99","1714.05"
"Regina Berry","Jon Stephens","2007-04-30","4.99","1714.05"
"Regina Berry","Jon Stephens","2007-04-30","6.99","1714.05"
"Regina Berry","Jon Stephens","2007-04-30","4.99","1714.05"
"Erica Matthews","Jon Stephens","2007-04-30","0.99","1715.04"
"Beatrice Arnold","Mike Hillyer","2007-04-30","2.99","1731.01"
"Beatrice Arnold","Mike Hillyer","2007-04-30","9.99","1731.01"
"Beatrice Arnold","Jon Stephens","2007-04-30","2.99","1731.01"
"Dolores Wagner","Jon Stephens","2007-04-30","5.99","1741.99"
"Dolores Wagner","Jon Stephens","2007-04-30","4.99","1741.99"
"Bernice Willis","Jon Stephens","2007-04-30","6.99","1757.96"
"Bernice Willis","Mike Hillyer","2007-04-30","2.99","1757.96"
"Bernice Willis","Jon Stephens","2007-04-30","5.99","1757.96"
"Audrey Ray","Jon Stephens","2007-04-30","2.99","1765.94"
"Audrey Ray","Mike Hillyer","2007-04-30","4.99","1765.94"
"Yvonne Watkins","Mike Hillyer","2007-04-30","4.99","1773.92"
"Yvonne Watkins","Mike Hillyer","2007-04-30","2.99","1773.92"
"Annette Olson","Jon Stephens","2007-04-30","4.99","1778.91"
"June Carroll","Jon Stephens","2007-04-30","6.99","1785.90"
"Samantha Duncan","Jon Stephens","2007-04-30","1.99","1787.89"
"Marion Snyder","Mike Hillyer","2007-04-30","7.99","1806.85"
"Marion Snyder","Jon Stephens","2007-04-30","0.99","1806.85"
"Marion Snyder","Jon Stephens","2007-04-30","4.99","1806.85"
"Marion Snyder","Jon Stephens","2007-04-30","4.99","1806.85"
"Dana Hart","Jon Stephens","2007-04-30","4.99","1817.82"
"Dana Hart","Jon Stephens","2007-04-30","0.99","1817.82"
"Dana Hart","Mike Hillyer","2007-04-30","4.99","1817.82"
"Stacy Cunningham","Jon Stephens","2007-04-30","3.99","1822.80"
"Stacy Cunningham","Mike Hillyer","2007-04-30","0.99","1822.80"
"Ana Bradley","Mike Hillyer","2007-04-30","8.99","1847.76"
"Ana Bradley","Mike Hillyer","2007-04-30","4.99","1847.76"
